n,d,K,sparsity,Bias_Plugin,Bias_IPW,Bias_Debiased,Variance_Plugin,Variance_IPW,Variance_Debiased,MSE_Plugin,MSE_IPW,MSE_Debiased,Coverage_Probability
100,200,100,50,0.00991142485387989,0.010558597179993435,0.004142288322544345,0.004094527072080935,0.024081967676701607,0.0007198425094725819,0.004192763414715042,0.02419345165111096,0.0007370010620196691,0.96
