n,d,K,sparsity,Bias_Plugin,Bias_IPW,Bias_Debiased,Variance_Plugin,Variance_IPW,Variance_Debiased,MSE_Plugin,MSE_IPW,MSE_Debiased,Coverage_Probability
10,200,100,200,-0.31380247068037,0.9324415141795742,-0.2903425152495929,0.013964223626440458,21.231073534221753,0.11482653126699821,0.1124362142315449,22.100520711587247,0.19912530742845827,0.01
