n,d,K,sparsity,Bias_Plugin,Bias_IPW,Bias_Debiased,Variance_Plugin,Variance_IPW,Variance_Debiased,MSE_Plugin,MSE_IPW,MSE_Debiased,Coverage_Probability
10,200,100,50,0.017830826308443112,0.016474385132501927,0.015185581460009461,0.012758713073779834,0.05464002096070457,0.018855594552655047,0.013076651440621702,0.054911426326198595,0.01908619643693363,0.97
