n,d,K,sparsity,Bias_Plugin,Bias_IPW,Bias_Debiased,Variance_Plugin,Variance_IPW,Variance_Debiased,MSE_Plugin,MSE_IPW,MSE_Debiased,Coverage_Probability
500,200,100,30,0.0006678806078291555,0.009594905592040957,0.0016342457513107216,9.082785254107727e-05,0.08117047822578521,0.0001646577055690004,9.127391704739151e-05,0.0812625404391054,0.00016732846474467748,0.92
